Hotel Name,Price (SAR),Rating,Reviews,Address,City,Check-in,Check-out,Search Area,Season_Type,Religious_Context,Latitude,Longitude,Stay_Duration,Price_Category
Jawar Al Taiba Suites,407.0,4.3,18.0,"Lat: 24.4904922, Lng: 39.6316468",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4904922,39.6316468,5,Mid-Range
ان طيبة,103.0,3.4,260.0,"Lat: 24.4452329, Lng: 39.6114606",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4452329,39.6114606,5,Budget
فندق فلافور,223.0,4.5,651.0,"Lat: 24.4847467, Lng: 39.6820983",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4847467,39.6820983,5,Budget
فندق تلاق,189.0,4.5,321.0,"Lat: 24.488919799999998, Lng: 39.5220243",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4889198,39.5220243,5,Budget
فندق اجيال المدينة 3 Ajyal al madinah hotel,235.0,3.6,153.0,"Lat: 24.4922276, Lng: 39.610862399999995",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4922276,39.6108624,5,Budget
فندق سدو بوتيك,252.0,4.4,288.0,"Lat: 24.495537799999997, Lng: 39.6206205",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4955378,39.6206205,5,Budget
Hafawa Suites - أجنحة حفاوة,317.0,4.3,3327.0,"Lat: 24.4865125, Lng: 39.6478537",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4865125,39.6478537,5,Mid-Range
فندق زمزم بولمان المدينة,371.0,4.6,36696.0,"Lat: 24.464482999999998, Lng: 39.611374999999995",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.464483,39.611375,5,Mid-Range
فندق راسيا,424.0,4.7,484.0,"Lat: 24.4549885, Lng: 39.6192949",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4549885,39.6192949,5,Mid-Range
شقق زوايا الماسية العوالي Zawya Almasia Hotel,332.0,4.5,328.0,"Lat: 24.4495625, Lng: 39.62943750000001",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4495625,39.62943750000001,5,Mid-Range
الاورفلي للوحدات السكنية,232.0,4.6,39.0,"Lat: 24.4814914, Lng: 39.5699307",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4814914,39.5699307,5,Budget
فندق تاج الايمان Taj Aleiman Hotel,308.0,4.4,358.0,"Lat: 24.448663999999997, Lng: 39.602879",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.448664,39.602879,5,Mid-Range
فندق أناف,364.0,4.2,243.0,"Lat: 24.4851903, Lng: 39.6404657",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4851903,39.6404657,5,Mid-Range
سلام Salam Guest Houses,182.0,3.9,81.0,"Lat: 24.4862646, Lng: 39.6062546",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4862646,39.6062546,5,Budget
أجنحة حسنة HASANAH SUITES,330.0,4.3,1066.0,"Lat: 24.434531999999997, Lng: 39.6569818",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.434532,39.6569818,5,Mid-Range
فندق رحاب النور,371.0,3.8,691.0,"Lat: 24.4652867, Lng: 39.609366699999995",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4652867,39.6093667,5,Mid-Range
فندق المدينة الذهبي,371.0,3.6,1189.0,"Lat: 24.465319899999997, Lng: 39.6098777",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4653199,39.6098777,5,Mid-Range
فندق ون إن,371.0,3.8,982.0,"Lat: 24.465322, Lng: 39.609325999999996",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.465322,39.609326,5,Mid-Range
فندق الحياه بلازا,371.0,3.5,1677.0,"Lat: 24.4649212, Lng: 39.6088065",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4649212,39.6088065,5,Mid-Range
فندق فيو المدينه,371.0,4.8,1630.0,"Lat: 24.4643496, Lng: 39.6129471",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4643496,39.6129471,5,Mid-Range
فندق ميراج السلام,371.0,3.9,3915.0,"Lat: 24.467095699999998, Lng: 39.6056144",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4670957,39.6056144,5,Mid-Range
فندق دار التقوى,371.0,4.4,10892.0,"Lat: 24.47122, Lng: 39.6119014",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.47122,39.6119014,5,Mid-Range
أجنحة طيبة المدينة,371.0,3.9,4923.0,"Lat: 24.471771699999998, Lng: 39.610177799999995",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4717717,39.6101778,5,Mid-Range
فندق نسك الإيمان,371.0,3.9,243.0,"Lat: 24.4654176, Lng: 39.609299299999996",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4654176,39.6092993,5,Mid-Range
Ancyra Madinah Hotel - فندق أنكيرا المدينة المنورة,963.0,3.7,50.0,"Lat: 24.463613900000002, Lng: 39.6124222",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4636139,39.6124222,5,Premium
فندق مسك تاتش البلد روافد,371.0,4.6,1219.0,"Lat: 24.4652654, Lng: 39.60975",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4652654,39.60975,5,Mid-Range
فندق ميلينيوم طيبة المدينة,371.0,4.6,5259.0,"Lat: 24.4653268, Lng: 39.6067256",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4653268,39.6067256,5,Mid-Range
فندق جولدن توليب شاكرين,371.0,3.6,4005.0,"Lat: 24.4651875, Lng: 39.608687499999995",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4651875,39.6086875,5,Mid-Range
فندق سكاي فيو,371.0,3.3,797.0,"Lat: 24.4648123, Lng: 39.613969",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4648123,39.613969,5,Mid-Range
دار الإيمان جراند,371.0,3.6,340.0,"Lat: 24.464496399999998, Lng: 39.6095016",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4644964,39.6095016,5,Mid-Range
فندق فالي المدينة,371.0,4.6,1308.0,"Lat: 24.4639436, Lng: 39.6137112",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4639436,39.6137112,5,Mid-Range
رمادا / الحمراء,371.0,3.7,1209.0,"Lat: 24.465318399999997, Lng: 39.6093265",Makkah,2026-05-20,2026-05-25,Hotels near Al Masjid an Nabawi,Pre-Hajj,Pre-Hajj booking increase period,24.4653184,39.6093265,5,Mid-Range
Madinah Valley Residency Room 13,160.0,4.2,7.0,"Lat: 24.4763126373291, Lng: 39.57382583618164",Madinah,2026-05-20,2026-05-25,Hotels in Central Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4763126373291,39.57382583618164,5,Budget
غرفة شذا طيبة المخدومة Shaza Taibah Luxury Room - One-Bedroom Apartment,110.0,3.8,4.0,"Lat: 24.442140579223633, Lng: 39.61090087890625",Madinah,2026-05-20,2026-05-25,Hotels in Central Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.442140579223636,39.61090087890625,5,Budget
EZZ apartment شقق عِزّ - One-Bedroom Apartment,230.0,4.1,0.0,"Lat: 24.408939361572266, Lng: 39.62773132324219",Madinah,2026-05-20,2026-05-25,Hotels in Central Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.408939361572266,39.62773132324219,5,Budget
فندق غسن ( طريق الملك عبدالعزيز ),334.0,4.4,178.0,"Lat: 24.468735499999998, Lng: 39.641264799999995",Madinah,2026-05-20,2026-05-25,Hotels in Central Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4687355,39.6412648,5,Mid-Range
Manazel Marez apartments منازل مأرز للشقق,350.0,4.8,351.0,"Lat: 24.493521899999998, Lng: 39.5963541",Madinah,2026-05-20,2026-05-25,Hotels in Central Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4935219,39.5963541,5,Mid-Range
فندق هاوان hotel how in,424.0,4.6,573.0,"Lat: 24.478745999999997, Lng: 39.6518216",Madinah,2026-05-20,2026-05-25,Hotels in Central Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.478746,39.6518216,5,Mid-Range
SALSBIL AL ALMASI HOTEL,450.0,4.3,26.0,"Lat: 24.472592, Lng: 39.581278999999995",Madinah,2026-05-20,2026-05-25,Hotels in Central Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.472592,39.581279,5,Mid-Range
فندق دار الإيمان الحرم,371.0,4.3,6775.0,"Lat: 24.4722187, Lng: 39.613321",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4722187,39.613321,5,Mid-Range
السدرة العالية الذهبي,331.0,3.6,1451.0,"Lat: 24.462004399999998, Lng: 39.6175365",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4620044,39.6175365,5,Mid-Range
فندق أنوار المدينة موڤنبيك,2909.0,4.5,48285.0,"Lat: 24.4712972, Lng: 39.6077118",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4712972,39.6077118,5,Luxury
فندق الأنصار جولدن توليب,371.0,3.7,6617.0,"Lat: 24.4728125, Lng: 39.608687499999995",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4728125,39.6086875,5,Mid-Range
فندق سوفيتيل شهد المدينة,371.0,4.7,23086.0,"Lat: 24.4721174, Lng: 39.6116892",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4721174,39.6116892,5,Mid-Range
فندق سجى المدينة,371.0,4.5,22100.0,"Lat: 24.4737293, Lng: 39.607696",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4737293,39.607696,5,Mid-Range
زوار إنترناشيونال,371.0,3.3,3238.0,"Lat: 24.4733476, Lng: 39.6086315",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4733476,39.6086315,5,Mid-Range
فندق وقف عثمان بن عفان,371.0,3.8,1583.0,"Lat: 24.473469500000004, Lng: 39.6065712",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.473469500000004,39.6065712,5,Mid-Range
فندق مودة الصفوة,371.0,3.7,1334.0,"Lat: 24.4713437, Lng: 39.6063942",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4713437,39.6063942,5,Mid-Range
فندق دار الإيمان إنتركونتيننتال,371.0,4.8,23740.0,"Lat: 24.4714144, Lng: 39.60872",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4714144,39.60872,5,Mid-Range
فندق إيلاف طيبة,371.0,3.8,5553.0,"Lat: 24.471191299999997, Lng: 39.6070442",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4711913,39.6070442,5,Mid-Range
فندق الحياة الذهبي,371.0,3.6,2021.0,"Lat: 24.469297599999997, Lng: 39.604738399999995",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4692976,39.6047384,5,Mid-Range
"Luxurious 5-bedroom villa with fitness room, WiFi in fabulous Madinah",6238.0,4.1,0.0,"Lat: 24.46725082397461, Lng: 39.60411834716797",Madinah,2026-05-20,2026-05-25,Hotels in Al Haram Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.46725082397461,39.60411834716797,5,Luxury
Etlala Quba- إطلالة قباء,334.0,4.1,62.0,"Lat: 24.441370799999998, Lng: 39.6128946",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4413708,39.6128946,5,Mid-Range
ايا هوستل,151.0,4.4,412.0,"Lat: 24.461715899999998, Lng: 39.62474",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4617159,39.62474,5,Budget
Luxury and Modern Hotel Apartments in Mudhainib - Nozol Noor 3 - Two-Bedroom Apartment,305.0,5.0,20.0,"Lat: 24.439729690551758, Lng: 39.669898986816406",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.43972969055176,39.669898986816406,5,Mid-Range
فندق النخبة الماسي,470.0,3.5,44.0,"Lat: 24.442355799999998, Lng: 39.6744789",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4423558,39.6744789,5,Mid-Range
حياة روز للشقق المخدومة,405.0,4.6,57.0,"Lat: 24.421652899999998, Lng: 39.599155599999996",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4216529,39.5991556,5,Mid-Range
فندق لفيف,481.0,4.4,550.0,"Lat: 24.4624103, Lng: 39.6566225",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4624103,39.6566225,5,Mid-Range
Sedra Global Hotel فندق سدرة العالمي,426.0,4.3,410.0,"Lat: 24.454278000000002, Lng: 39.590976",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.454278,39.590976,5,Mid-Range
الجوهرة الطابة للنزل السياحية ١,371.0,5.0,17.0,"Lat: 24.4571875, Lng: 39.6144375",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4571875,39.6144375,5,Mid-Range
فندق العينية,338.0,4.1,494.0,"Lat: 24.4559032, Lng: 39.5979184",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4559032,39.5979184,5,Mid-Range
فندق الريان,298.0,3.3,533.0,"Lat: 24.428605899999997, Lng: 39.6195421",Madinah,2026-05-20,2026-05-25,Hotels in Quba Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4286059,39.6195421,5,Budget
Al-Rajhi Luxury Modern Flats - Nozol Noor 6 - Apartment,187.0,4.1,0.0,"Lat: 24.484859466552734, Lng: 39.642738342285156",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.48485946655273,39.64273834228516,5,Budget
وردة الياسمين - One-Bedroom Apartment,219.0,4.1,0.0,"Lat: 24.47464942932129, Lng: 39.64738082885742",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.47464942932129,39.64738082885742,5,Budget
المحيسني الفندقية - One-Bedroom Apartment,180.0,4.1,0.0,"Lat: 24.485029220581055, Lng: 39.64107894897461",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.48502922058105,39.64107894897461,5,Budget
ساس رتل للوحدات السكنية المفروشة,209.0,3.8,465.0,"Lat: 24.4771212, Lng: 39.645219499999996",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4771212,39.6452195,5,Budget
فندق جي اتش,504.0,4.1,290.0,"Lat: 24.4835562, Lng: 39.6322003",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4835562,39.6322003,5,Mid-Range
اجنحة فيتالايت السكنية,248.0,4.4,62.0,"Lat: 24.475701299999997, Lng: 39.6543101",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4757013,39.6543101,5,Budget
فندق أبراج المرزم,589.0,4.0,221.0,"Lat: 24.4859738, Lng: 39.6334588",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4859738,39.6334588,5,Mid-Range
Wedyan city,250.0,3.9,49.0,"Lat: 24.47056007385254, Lng: 39.63454055786133",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.47056007385254,39.63454055786133,5,Budget
شقق هذا منزلي الفندقيه Myhome فرع الربوة,388.0,4.3,247.0,"Lat: 24.4808571, Lng: 39.6513473",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4808571,39.6513473,5,Mid-Range
فندق صلة,419.0,4.3,675.0,"Lat: 24.4821536, Lng: 39.648542",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4821536,39.648542,5,Mid-Range
شقق ماي هوم 2 العريض,405.0,4.8,46.0,"Lat: 24.486125599999998, Lng: 39.6404163",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4861256,39.6404163,5,Mid-Range
فندق دان البلاتيني,600.0,4.0,104.0,"Lat: 24.485355499999997, Lng: 39.647143199999995",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4853555,39.6471432,5,Mid-Range
شقق ماريوت التنفيذية المدينة المنورة,1077.0,4.3,944.0,"Lat: 24.486303, Lng: 39.649854",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.486303,39.649854,5,Premium
Belvedere Hotel فندق بيلفيديري طمأنينة سابقا,1093.0,4.8,495.0,"Lat: 24.4823782, Lng: 39.6380023",Madinah,2026-05-20,2026-05-25,Hotels in Al Aridh Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4823782,39.6380023,5,Premium
كراون بلازا المدينة,371.0,4.5,11211.0,"Lat: 24.4639296, Lng: 39.6101601",Madinah,2026-05-20,2026-05-25,Hotels in Bani Khidrah Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4639296,39.6101601,5,Mid-Range
فندق جايدن,371.0,4.6,1490.0,"Lat: 24.46387, Lng: 39.6138553",Madinah,2026-05-20,2026-05-25,Hotels in Bani Khidrah Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.46387,39.6138553,5,Mid-Range
فندق فندا المدينة,371.0,4.5,618.0,"Lat: 24.4644005, Lng: 39.6134712",Madinah,2026-05-20,2026-05-25,Hotels in Bani Khidrah Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4644005,39.6134712,5,Mid-Range
Mehrab taiba,371.0,3.8,73.0,"Lat: 24.4640803, Lng: 39.6080907",Madinah,2026-05-20,2026-05-25,Hotels in Bani Khidrah Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4640803,39.6080907,5,Mid-Range
جوار المدينة,371.0,4.2,1482.0,"Lat: 24.4642971, Lng: 39.6095004",Madinah,2026-05-20,2026-05-25,Hotels in Bani Khidrah Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4642971,39.6095004,5,Mid-Range
"Charming 2-bedroom chalet with WiFi, AC in delightful Madinah",1396.0,4.1,0.0,"Lat: 24.4606876373291, Lng: 39.609832763671875",Madinah,2026-05-20,2026-05-25,Hotels in Bani Khidrah Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.4606876373291,39.60983276367188,5,Premium
فندق فيرمونت الذهبي,734.0,4.7,116749.0,"Lat: 21.4187378, Lng: 39.8255736",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.4187378,39.8255736,5,Mid-Range
شيراتون مكة جبل الكعبة,551.0,4.2,7906.0,"Lat: 21.425969, Lng: 39.819486",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.425969,39.819486,5,Mid-Range
Four Points by Sheraton Makkah Al Naseem,228.0,4.2,13926.0,"Lat: 21.3803482, Lng: 39.874021299999995",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.3803482,39.8740213,5,Budget
سويس أوتيل المقام - البرج,741.0,4.8,56941.0,"Lat: 21.418343999999998, Lng: 39.824104",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.418344,39.824104,5,Mid-Range
Swissôtel Makkah,796.0,4.6,28521.0,"Lat: 21.4188257, Lng: 39.82688720000001",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.4188257,39.82688720000001,5,Mid-Range
جبل عمر حياة ريجنسي,865.0,4.4,18515.0,"Lat: 21.4208406, Lng: 39.8221037",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.4208406,39.8221037,5,Premium
فندق بولمان زمزم مكة,1140.0,4.6,60709.0,"Lat: 21.4196355, Lng: 39.8237376",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.4196355,39.8237376,5,Premium
فندق الإباء,231.0,4.0,1919.0,"Lat: 21.4244292, Lng: 39.816535200000004",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.4244292,39.8165352,5,Budget
فندق دار التوحيد إنتركونتيننتال,1465.0,4.8,35047.0,"Lat: 21.4210048, Lng: 39.822747299999996",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.4210048,39.8227473,5,Premium
فندق كوبثورن مكة النسيم,203.0,4.2,1507.0,"Lat: 21.3808384, Lng: 39.8727707",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.3808384,39.8727707,5,Budget
فندق ثري بيرلز مصلي,183.0,4.2,1197.0,"Lat: 21.423771000000002, Lng: 39.809525199999996",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.423771,39.8095252,5,Budget
فندق ميلينيوم مكة النسيم,232.0,4.3,13238.0,"Lat: 21.380888499999998, Lng: 39.8720317",Makkah,2026-06-10,2026-06-15,Hotels in Makkah,Hajj Peak,Peak pilgrimage demand period,21.3808885,39.8720317,5,Budget
